County,Category,Skilled_Construction_Worker,Status_of_Accreditation,Year_Accredited,Site_Supervisor,Class,Year_Accreditated_SS,Unacrredited,Number_applied,Gender,Age,Education,Other_Education,Q4,Q4_Others,Q5a,Q5b,Q5c,Q5cOthers,Q6,Q7a,Q7b,Q7c,Q8,Q8_Specify,Q9,Q9other,Q10,Q11,Q12a,Q12b,Q12c,Q12d,Q12e,Q12f,Q12g,Q12h,Q12i,Q12j,Q12k,Q12l,Q12m,Q12n,Q12o,Q12p,Q12q,Q12r,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q13h,Q13i,Q13j,Q13k,Q13l,Q13m,Q13n,Q13o,Q14a,Q14b,Q14c,Q14d,Q14e,Q14f,Q14g,Q14h,Q14i,Q14j,Q14k,Q14l,Q14m,Q14n,Q15,Q16,Q17,Q18,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1,FAC7_1,FAC8_1,FAC9_1,FAC10_1,X1_Awareness,X2_Training,X3_Financial,X4_Process,X5_Recognition_and_Value,X6_Support_System,X7_Stakeholder_committement,X8_Nature_of_Work,X9Legal_and_Institutional,X10_Devolved_Registration,X11Wages,Likelihood,Accreditation_Status,Probability,accreditation_status_2
 ,2, ,0, ,1, , ,2, ,1,3,3, ,6, ,Mason, ,1, ,2,2, , ,2, ,2, ,3,7,5,6,5,6,5,6,6,7,6,7,7,7,7,6,6,6,6,7,6,5,6,5,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,7,6,5,6,6, , , , ,.103401053111044,.218252691776782,.296657791902484,1.0440761728176,.602883844913736,1.35096255627312,.405821438691366,-.211046389981818,-.0529828297037646,.0420947519420619,5.4,6.25,7,6.2,5.4,6,6,5.66666666666667,6,6.5,5.75,1,0,1,1
 ,2, ,0, ,1, , ,2, ,1,4,2, ,6, ,Carpenter,2,1, ,2,2, , ,2, ,2, ,3,6,5,6,5,6,7,7,7,7,7,6,7,6,7,6,7,6,7,6,5,6,6,6,6,6, ,4,4,3,4,5,4,5,4,4,4,5,6,5,6,5,6,5,6,5,6,6,6, , , , ,-.18013153477283,-.393606697509776,-.808504252390598,1.28049744521681,.759604484972526,.654350938563383,.875926510044031,.31627209159894,.366059033039146,.51835600316451,5.8,7,6.5,6.4,5.8,4.2,4.5,4.33333333333333,5.6,5.5,5.75,1,0,.857142857142857,1
 ,2, ,0, ,1, , ,2, ,1,3,2, ,2, ,Mason,2,1, ,2,2, , ,2, ,2, ,2,5,5,6,6,6,7,6,7,6,7,6,4,6,7,6,7,6,5,6,5,6,5,6,7,6,6,6,7,6,7,6,7,6,6,5,6,7,6,6,6,6,7,6,7,7,7,7,7, , , , ,.0157155350944959,.459541829825836,.410661047670147,.73921147281468,1.29611589511939,.488083980604994,.537402651397186,.21920146660548,.41622456110628,-.166817260043598,6,6.5,5.75,6,5.8,6.33333333333333,6.25,6,6.2,6.5,7,1,0,.714285714285714,1
 ,2, ,0, ,1, , ,1,1, , ,1, ,3, ,Carpenter, ,1, ,2,2,2, ,2, ,2, ,3,3,3,4, ,3,5,3,5,6,6,6,5,6,5,6,5,6,7,5,3,5,4,3,3,4,3,4,5,4,5,5,4,5,4,2,3,2,4,5,4,5,4,5,4,5,5,5,6, , , , ,-1.43081099862423,-.550947735611955,.368984385653973,1.27525058261287,.751834754436118,.77494832498946,.271328295118458,-.573433401444504,-.779477596521934,.169123379320808,3.75,5,5.5,5.8,3.6,4.16666666666667,4.5,2.33333333333333,4.4,4.5,5.25,0,1,.428571428571429,1
NYAWIRA,2, ,1, ,2,1,2022, , ,1,7,4, ,1, ,Mason,1,2, ,2,2,2, ,2, ,2, ,3,7,7,7,7,6,6,5,6,4,5,6,5,6,7,6,7,6,6,6,6,7,6,7,5,6,5,6,7,5,6,7,5,6,5, ,7,7,7,6,6,6,4,5,6,4,6,4,6,"Yes, it is very important to worke",Lack of trainings,More trainings,N/A,.604580563894489,-.148242211883567,.17130637703118,1.32924030675353,.0233443458324931,.939067304563571,-.454794664721478,-.0756717779610831,.304477138186616,.841854734802951,6.6,5,6,6.2,6.2,5.83333333333333,5.75,7,5.8,5.5,5,1, ,1,0
KISII,2, ,1, ,2,3,2020, , ,1,9,4, ,1, ,Plumber,1,2, ,5,2,1,G,2, ,2, ,3,7,6,6,6,6,6,7,7,6,4,3,3,4,3,4,6,5,6,6,6,6,6,5,6,7,6,4,7,5,4,4,6,4,4,7,7,7,4,6,6,7,3,7,6,4,5,6,3,"Yes, allows one to get job immedia",Lack of trainings,Introduce trainings,N/A,.774243592200095,.435688322880264,-.719422752294599,.702674539699032,-.224863830214171,-.554729245477559,.573420710796852,.397363203680277,.509898509245445,.294084464786861,6,6,3.25,5.4,5.8,5.5,4.5,7,5.2,6.5,4.5,1, ,1,0
KISII,2, ,1, ,2,1,2023, , ,1,9,3, ,1, ,Mason,1,2, ,5,1,2, ,2, ,2, ,3,7,7,7,6,6,5,6,6,6,5,7,4,6,3,6,6,3,3,6,6,6,6,7,6,7,6,7,5,6,5,4,4,6,6,7,7,5,6,5,7,6,3,5,6,4,4,5,2,"Yes, because it regulates the prim",N/A,Always site visits to enable renewal and,N/A,.365156075037961,-.27344747034822,-.153289332367606,.234993804337128,-.377278286164918,.350605127231861,.496105243264916,1.14629337822774,.398541495871303,.717428062391733,6.2,5.75,5,4.8,6.2,6,5,6.33333333333333,5.4,5.5,3.75,1, ,1,0
KISII,2, ,1, ,2,1,2021, , ,1,6,3, ,1, ,Mason,1,2, ,5,1,1,G,2, ,2, ,3,6,7,7,7,6,6,5,6,6,4,6,3,4,4,3,4,5,3,6,7,7,7,6,6,6,7,5,6,6,6,5,4,5,6,7,6,6,4,6,6,6,4,6,6,5,4,5,4,"Yes, enables on to get job anywher","Lack of certificate, and lack",Introduce more training,Enable us to do perfect job by intro,.862592713725106,-.142660494705467,-.159539104502587,-.143444950471712,.245223282701593,-.0765717256842229,-.230062483197147,.881498973956726,.498904196162872,.871198513956017,6.6,5.25,4.25,4.2,6.6,6,5,6.33333333333333,5.2,6,4.5,1, ,.857142857142857,0
NYAMIRA,2, ,1, ,2,2,2022, , ,2,2,3, ,1, ,"Foreman, Electrician",1,2, ,1,1,2, ,2, ,2, ,2,6,6,7,6,5,6,4,6,6,7,6,4,7,3,7,7,2,2,7,6,6,7,6,6,6,7,4,7,6,5,4,4,6,5,7,7,6,4,5,6,5,3,2,6,4,4,5,4,"Yes, very important to us, helps u","Financial, when there are no",Always visit the construction projects t,We appreciate you for your issuance,.215859935679875,-.631689884396566,-.142357477561739,.271562058168821,-.276933357247197,.38790543876401,.51977768420332,1.29855042580614,.14678731733437,.812705506771201,6,5.75,5,5,6.2,5.83333333333333,4.75,6.66666666666667,4.6,4,4.25,1, ,.857142857142857,0
NYAMIRA,1,1,0, , , , ,2, ,1,2,1, ,0, ,Mason,2,1, ,1,2, , ,2, ,2, ,2,7,1,1,3,4,3,2,5,5,3,2,2,2,3,2,2,1,1,1,2,2,3,2,3,1,3,3,2,3,4,2,2,3,3,5,5,4,5,4,6,4,5,4,5,4,5,6,7,Yes,Lack of enough information,NCA to pass more information to workers,More accreditation,.403202138533333,.285831605151864,-.532751808623922,-1.39290144139427,1.66910165932124,-.661821761194014,.068968733260654,-1.91572015331998,-.348206363660577,-1.4201131692996,2.4,3.75,2.25,1.4,2.4,2.66666666666667,2.5,4.66666666666667,4.8,4.5,5.5,1,0,1,1
KISII,1,2,1,2022, , , , , ,1,4,1, ,6, ,"Mason, Carpenter, Steel fix",2,1, ,2,2,2, ,2, ,2, ,2,7,5,2,5,5,6,5,6,4,3,4,2,1,6,4,4,6,6,7,7,7,7,6,6,7,6,4,7,5,4,4,6,4,4,7,7,6,4,6,6,6,3,6,7,4,5,6,3,Yes it allows workers to work anyw,Lack of required documents,"Always visit the construction sites, int",N/A,1.27716218423748,.45005379781652,-.701549854838499,.783268612525641,-.121245375904801,-.596656285442137,-.546763370859857,.965611732884065,.339210563638998,-.874740328984491,4.6,4.5,3.25,5.4,6.6,5.5,4.5,6.66666666666667,5,6.5,4.5,1, ,1,0
NYAMIRA,1,3,1,2020, , , , , ,1,3,2, ,1, ,"Mason, Steel Fixer",2, , ,2,2,2, ,2, ,2, ,2,7,7,7,7,5,6,4,6,7,7,6,4,7,3,7,7,3,3,7,7,7,7,7,6,6,7,4,7,6,5,4,4,6,5,7,7,6,4,6,7,6,3,6,7,4,4,5,3,"Yes, it eases the work on site","Lack of full documents, inade",Provide more trainings,Provide more skil before accreditati,.292877312532196,.408853718176307,-.677731881353151,.49131490357326,-.359409266082572,.245512473742369,.546198368504121,1.41368005821242,-.131918501711122,1.07540441403565,6.4,6,5,5.4,6.8,5.83333333333333,4.75,6.66666666666667,5.2,6.5,4,1, ,1,0
NYAMIRA,1,3,1,2023, , , , , ,1,4,3, ,1, ,Mason,1,2, ,2,2, , ,2, ,2, ,3,7,7,6,7,6,6,5,5,6,4,6,7,6,5,6,6,6,6,6,6,6,7,6,5,7,5,4,5,6, ,5,4,5,6,7,7,7,6,5,5,4,5,6,7,5,6,6,5,"Yes, makes work easy",Financial issues,Trainings,N/A,.815509396608239,-.279483075341286,-.318749532876116,.668602689480963,.547730126887179,.427361125402982,-.297923654642407,.220649347137619,.800625995200858,.6283708570489,6.4,5,6,6,6,5.4,5,7,5,6.5,5.5,1, ,1,0
NAKURU,2, ,0, ,1,1, , , ,1,7,2, ,3, ,"Carpenter, Foreman", ,1, ,5,2,1, ,1, ,1, ,3,7,7, ,7, ,7,7,7,7,7,7,7,4,4,6,6,6,6,2,6,2,3,6,6,4,4,7,7,4,4,6,4,4,4, ,5,5,4,6,6,4,4,6,6,4,2,4,4,"Yes, because they can be recognize",Lack of information about acc,Regular seminors and information concern,"You are doing a great job, keep it u",-.902881953126329,.450195192964781,-.0939799324821114,.515449868154927,-.742314580208805,1.14048152605476,1.113855477934,-.281592523993789,.787467964303542,.181941535644881,7,7,5.5,5.2,4.6,5,4.5,5,4.8,6,3.5,1, ,1,1
NAROK,1,3,1, , , , , , ,1,4,3, ,1, ,Mason,1,2, ,2,2, , ,2, ,2, ,2,4,7,4,7,4,4,5,5,5,6,4,5,5,4,5,4,5,4,4,5,6,5,6,5,6,5,6,6,6,6,7,7,5,5,5,6,5,6,7,7,6,5,6,5,6,6,6,6, , , , ,-.0671532023545908,.509265778492473,.696902801567928,.0189108763436297,.894839518905988,.453783256379985,.0183332597478533,-.0826720023213367,-.459085586935317,.344879604007723,5.2,5.25,4.5,4.4,5.4,5.83333333333333,6,5.33333333333333,6.2,5.5,6,99, ,.571428571428571,0
NAROK,1,3,1, , , , , , ,1,3,2, ,1, ,Mason,2,1, ,1,2, , ,2, ,2, ,2,4,7,4,7,4,7,6,5,6,6,6,5,6,5,6,5,5,5,6,6,5,6, ,5,6, ,5,5,6,6,6,6,6,4,5,6, ,5,6,5,4,5,5,4,5,4,5,4, , , , ,-.0199742660715876,-.659380196394793,.470039944877257,.67663531400837,.00869997688090492,.794541163769712,.206619370655735,.146047654116091,.239970472502474,.561698732723376,5.8,5.75,5.5,5.4,5.5,5.6,5.5,5.5,5,4.5,4.5,99, ,.571428571428571,0
BOMET,1,1,1, , , , , , ,1,5,2, ,1, ,Electrician,1, , ,4,2, , ,2, ,2, ,3,4,5,6,6,6,5,5,5,6,5,5,4,5,3,4,5,3,4,5,7,5,5,6,6,6,5,6,5,6,6,6,6,5,6,5,6,5,6,4,5,3,4,4,3,4,3,2,3, , , , ,.103535723793345,-1.23830149123708,1.15840017309645,.00712444456540843,-.756245168509944,.232173365833047,.207172885599512,.753660614021176,.41367949616708,.468143837213256,5.6,5.25,4.25,4.2,5.8,5.66666666666667,5.75,5.33333333333333,4.4,3.5,3,99, ,.571428571428571,0
BOMET,2, ,1, ,2, ,2023,1,1,1,2,4, ,1, ,Electrician,1,3, ,1,1,2, ,2, ,2, ,2,5,5,6,5,6,5,6,5,7,7,7,4,5,5,5,6,6,6,5,5,6,5,6,5,7,7,7,5,6,5,6,5,6,5,5,6,6,6,6,5,6,5,6,5,6,6,5,6, , , , ,-.0523291904866788,-.199486317252085,.29430272279381,.723000269288972,.693731939642581,.506777491702617,.622258187758393,.597499002930742,-.20285686270391,.244637224559748,5.4,6.25,5.25,5.6,5.4,6.16666666666667,5.5,5.66666666666667,5.6,5.5,5.75,1,1,.714285714285714,0
BOMET,2, ,1, ,2,1,2023,1,1,1,8,4, , , ,Foreman, , , ,2,1,2, ,2, ,1, ,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7, ,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7, , , , ,.63079461862582,.367093748517084,.742206792313502,.792106874888104,1.13791031909519,.964810220584779,.703011411193059,.175680467257204,.360611340864597,.446271163700596,7,7,7,7,7,7,7,7,7,7,7,1,1,1,0
NAKURU,2, ,1, ,2,1,2022,1,3,1,4,2, ,1, ,Mason,2,1, ,3,1,2, ,2, ,2, ,3, ,6,6,6,6,5,4,3,5,3,6,5,6,6,6,5,4,6,4,6,5, ,6,3, ,2, , ,3, ,5,4, ,2, , , , , , , , , , , , , , , , , , ,.211182227822771,-.0702549185244314,-.891675760212745,.841437110453926,-.021558001532803,1.02169402488034,-.728191308460391,-.763305369324677,.0732100607554828,1.01728418717312,5.8,3.75,5.75,5,5,2.5,3.66666666666667, , , , , ,1, ,0
NAKURU,1,2,1,2023, ,1, ,1,1,1,3,2, ,1, ,Mason,1,4, ,3,2, , ,2, ,2, ,3,5,2,2,2,2,4,3,2,2,2,4,1,1, ,3,5,6,6,7,3,6,4,6,4,2,2,3,5,3,5,6,5,2,4,3,6,6,2,6,2,3,4,6,5,6,2,2,5,"No, there is no benefit at all", , ,To be noticed earlier or to be given,.196776191733338,.562611597033628,-.157064889400492,.776270937856035,-.345624616789906,-.288320748783251,-1.98597896759141,-.0244511524348971,-.756992416756779,-.878241613496127,2.4,2.25,2,5.4,4.6,3.33333333333333,4.25,5,3.4,5.5,3.75,1,1,.714285714285714,0
 ,2, ,1, ,2,1,2021,1,1,1,8,2, ,1, ,Mason,1,2, ,5,1,2, ,2, ,2, ,3, ,6,6,6,7,6,6,7,6,6,6,5,2,5,6,7,5,2,7,6,7,7,6,6,7,6,5,6,4,4,7,7,6,6,5,7,6,6,7,6,4,5,7,7,7,2,2,2, , , , ,.259598456822072,1.10602018735928,.135214605333158,-.0570002199141482,-1.01942655790611,.000497222518319414,.197333468600788,.920086675535773,.737868891214111,.654750096424243,6.2,6.25,4.5,5.4,6.4,5.33333333333333,6.5,6,5.6,7,3.25, ,1, ,0
 ,2, ,1, ,2,1,2020, , ,1,3,2, ,6, ,Mason,2,1, ,3,1, , ,2, ,2, ,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7, , , , ,.339449474816341,.133724261906436,.688254878223329,.853280126078146,1.01486308149288,.634795505260064,.530139249032069,.980557086885562,.949739045326257,.202339791194992,7,7,7,7,7,7,7,7,6,7,7,1, ,1,0
 ,1,1,0, , , , ,2, ,1,6,4, ,1, ,Steel Fixer,2,1, ,4,2, , ,2, ,2, ,3,7,3,3,3,4,3,6,7,7,4,7,7,1,1,1,1,1,1,1,7,7,7,7,7,4,7,1,1,7,7,4,7,1,1,4,1,6,4,6,3,4,4, , ,1,1,1,1,"Yes, it will benefit the construct","Requirements so many, Cost of","Be done online, that is, the whole procc", ,.454188029429837,-.687579538671831,.591714407760941,-2.64323931688104,-1.25476157568006,.891269931249602,.0356166778333897,1.53348259165467,-.695238622602172,.418701994745,3.2,6,4,1,7,4.5,3.25,3.66666666666667,4.2, ,1,1,0,1,1
 ,1,1,0, , , , ,2, ,1,2,1, ,0, ,Mason,2,1, ,1,2,2, ,2, ,2, ,1,6,6,1,1,1,1,1,1,1,6,1,1,4,4,7,1,4,6,4,1,7,7,7,7,4,7,7,1,1,4,2,4,4,7,4,6,7,6,4,4,7,4, , ,7,3,1,4,"Yes, ni muhimu kujenga nchi",Too much money to register, , ,1.08645693449727,.198040740704482,-1.07749651173807,.911187198633789,.23143176003881,-.672246848302463,-1.00819303309192,1.53613271552096,-2.00392164425726,-1.33634741586393,2,2.25,2.5,4.4,5.8,4,4.25,5.66666666666667,5, ,3.75,1,0,.857142857142857,1
 ,1,1,0, , , , ,2, ,1,4,5, ,1, ,Mason,1,3, ,4,1,1, ,2, ,2, ,2,6,6,6,5,3,1,6,3,6,1,1,1,3,2,5,1,1,2,3,7,7,7,2,7,3,2,3,3,3,1,1,2,2,1,7,7,7,3,3,7,3,7, , ,7,1,1,3, , , , ,2.13447186768641,.617897004811999,-2.49306172016825,-.860145336939364,.0121212016065334,-1.24548455880262,-.355123176523571,-.356153867840602,-.28885948683437,.356880045217177,4.2,4,1.75,2.4,6,2.5,1.5,7,4.6, ,3,1,0,.857142857142857,1
 ,1,1,0, , , , ,2, ,1,3,2, ,5, ,Mason,1,1, ,1,1,2, ,2, ,2, ,2,6,3,4,5,4,4,1,7,7,4,1,1,4,4,1,1,1,2,4,2,5,4,7,6,4,1,2,1,4,4,1,4,1,4,4,5,7,1,4,4,1,4, , ,7,7,7,4,"Yes, because we need protection",Lack of information,"Proccess of registration, Increase train",To speed the proccess,.237907612065877,-.0677449156268936,-1.85013181143733,-.984961193771548,1.93415428779802,-1.41096796083482,.958605627397374,.409452689602643,-.636411826196928,-.411553300753319,4,4.75,2.5,1.8,4.8,2.66666666666667,2.5,5.33333333333333,2.8, ,6.25,1,0,.857142857142857,1
 ,1,1,0, , , , ,2, ,1,6,2, ,2, ,Mson,2,1, ,2,1,1, ,2, ,2, ,2,6,6,6,4,7,1,4,1,1,7,1, ,4,4,4,1,4,6,4,4,7,1,2,6,4,6,2,4,1,4,2,4,4,6,4,6,6,6,4,4,7,4, , ,2,1,1,2, ,"Yes, Kwa sababu wanatujali",Kutokujua,Kukosa ujumbe,.790426261178167,.0224658233801128,-.426489142241752,.585193123425025,-.997282948398073,.0562138019980851,-.892976338863041,-.848360509707553,-.45777908757849,.36820692176566,4.8,3.25,3,3.8,4,3.5,4,5.33333333333333,5, ,1.5,1,0,.857142857142857,1
 ,1,1,0, , , , ,2, ,1,3,2, ,1, ,Mason,1,2, ,2,1,1,E,2, ,2, ,3,7,7,7,5,7,7,7,6,6,6,7,6,5,5,7,7,7,7,7,7,7,7,6,7,7,7,7,5,5,4,7,7,7,7,4,7,7,7,7,5,4,5,7, ,2,1,1,4,"Yes, they are important by ensurin","Lack of information, More req","Reduced fee, Increased training, Procces", ,.591006348854256,-.309699058011898,.827165788936025,1.41526543961309,-1.78279764316519,.465702013017112,.201027469779594,.998407653879538,.6487728469623,.686778462030893,6.6,6.25,5.75,7,6.8,5.83333333333333,7,6,5.6,7,2,1,0,1,1
 ,1,1,0, , , , ,2, ,1,1,1, ,1, ,Mason,2,1, ,1,2,2, ,2, ,2, ,2,6,6,4,1,4,1,1,6,6,6,1,1,1,4,6,2,4,4,1,4,4,7,1,1,4,1,2,1,1,2,1,4,4,1,4,7,7,2,4,4,7,4, , ,1,1,2,4,"Yes, because I know that my wages",Lack of information,"Regular visits on sites, Advertisements,", ,1.36360807000615,.565638068350713,-1.46512947995239,.303864199592562,-.589164495755528,-1.16173252109516,1.16787559404995,-2.19316701916414,-2.44192959227623,.752078052974179,3.2,4.75,1.75,3.4,3.4,1.83333333333333,2.5,6,4.2, ,2,1,0,.857142857142857,1
 ,1,1,0, , , , ,2, ,1,1, , ,0, ,Mason,2,1, ,1,2,2, ,2, ,2, ,2,6,6,6,1,1,1,1,4,6,1,1,4,4,1,1,4,4,1,1,6,6,7,2,4,1,1,1,1,4,3,3,4,4,1,4,6,7,1,4,4,7,4, , ,2,1,2,4,"Yes, kw sababu ntajua haki yangu",Lack of information,More training, ,1.76561341795411,.0795796532654384,-.839524192107502,-.605534311879967,-.396395274165948,-.388832670772845,-.409632849614944,-1.96909143007299,-2.78764959990288,1.68839453915243,3,3,2.5,2.2,5,1.83333333333333,3,5.66666666666667,4, ,2.25,1,0,.857142857142857,1
 ,1,1,0, , , , ,2, ,1,4,2, ,1, ,"Mason, Carpenter, Plumber,",2,1, ,2,2,2, ,2, ,2, ,2,6,6,4,1,4,1,1,4,1,6,1,1,1,4, ,1,4,1,4,4,7,7,2,2,4,2,1,1,1,4,2,4,4,1,4,6,7,2,4,4,7,4, , ,2,1,2,4,"Yes, because it has enlightened me",Lack of adequate information,Enlighten others more on the benefits an, ,1.55350188177457,.546387138449585,-1.39975480170292,-.163961121557844,-.309799991316658,-.866439031243777,-.687491952765018,-1.12675040922592,-2.4650731932804,1.00684163838779,3.2,3,1.75,2.5,4.4,2.16666666666667,2.75,5.66666666666667,4.2, ,2.25,1,0,.857142857142857,1
 ,1,1,0, , , , ,2, ,1,2,2, ,5, ,Mason,2,1, ,1,2,2, ,2, ,2, ,1,6,6,1,4,1,1,7,4,2,3, ,1,4,4,4,2,4,2,4,3,4,5,3,2,4,2,2,1,1,4,2,4,4,1,4,2,6,2,4,4,5, , , ,3,1,2,4,Yes,Hatujui, , ,.255793405918022,.254943690766255,-1.3651050987388,.156608019868894,-.288552254422535,.0510835024349947,-.420937916276002,-1.02944535367988,-.939925330988156,-.269181783930917,2.6,4,3,3.2,3.4,2.33333333333333,2.75,4,3.75, ,2.5,1,0,.857142857142857,1
 ,1,1,0, , , , ,2, ,1, ,2, ,1, ,Mason,2,1, ,1,1,2, ,2, ,2, ,2,6,5,5,1,3,1,1,4,5,5,1,1,4,4,4,5,2,3,5,3,6,7,3,3,4,1,5,1,1,4,1,4,4,1,4,5,7,1,4,4,5,4, , ,1,1,1,4,"Yes, because it values the workers",Lack of information,Workers should be trained annually,There should be no charges when appl,.729422092801293,.502466066614677,-1.82328256682124,.615742181396228,-.801043544318852,-.730486435816044,.435617617574583,-.21007373346506,-2.65175444473304,.648241585795706,3,3.75,2.5,3.8,4.4,2.66666666666667,2.5,5.33333333333333,3.6, ,1.75,1,0,.857142857142857,1
 ,1,1,0, , , , ,2, ,1,4,2, ,1, ,Mason,2,1, ,2,2,2, ,2, ,2, ,2,6,7,7,2,4,1,1,7,7,7,1,1,1,7,7,7,2,1,1,4,4,1,1,1,4,1,1,1,1,1,2,4,4,2,4,7,7,1,4,4,7,4, , ,2,1,2,4,"Yes, it cares for construction wor",Lack of information,More training, ,.232298464495849,1.29028317254692,-1.50234302083346,.231752574277659,-.623159729547129,-.998597871042445,2.20350316122473,-2.79907201598097,-2.77468305516099,1.97424145925617,4.2,5.5,2.5,3.6,2.2,1.5,3,6,4, ,2.25,1,0,.857142857142857,1
 ,1,1,0, , , , , , ,1,3,2, ,6, ,Mason,2,1, ,2,1, , ,2, ,2, ,2,6,6,5,2,4,3,2,3,2,5,1,2,4,3,7,5,1,4,1,4,6,5,4,1,4,6,6,1,4, ,6,2,4,2,6,4,5,6,2,1,4,4,4,3,1,6,1,3, , , , ,.288510656684567,-1.56815319218836,.235304714303007,-.269139573886377,-.151319842015401,-.433445441738739,-.478030813502839,.17299796171948,-1.02851463731093,1.2157263754173,4,3,2.5,3.6,4,4.2,3.5,5,3.4,3.5,2.75,1, ,.857142857142857,1
 ,1,1,0, , , , ,1,2,1,4,3, ,6, ,Carpenter,1,2, ,3,2,1, ,2, ,2, ,3, ,5,4,5,6,4,6,5,6,5,6,4, ,2,3,1,1,2,2,2,4,6,2,4,4,3,5,3,1,2,1,2,3,4,3,4,2,4,3,4,3,2,3,2,1,3,2,1, , , , ,-.339414332411074,-1.57405107941182,-.836785362290845,-.87725919717322,-.79694290294449,.409879007979551,.691508389624901,-.0898446904276837,.911940161569836,.21162091811365,4.8,5.5,4,1.8,3.6,3,2.5,3,3.2,2.5,1.75, ,1, ,1
NAIROBI,1,2,1,2018, , , , , ,1,5,1, ,1, ,SCAFFOLDER,2,1, ,2,2,2, ,2, ,2, ,2,7,7,7,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,3,4,3,2,1,2,2,1,1,1,1,1,1,1,1,1,6,6,6,1,7,5,NO,HIGH FEES,REDUCE FEES, ,-2.37873875533287,.0459704307279273,-1.40402331536156,-1.12977081602839,1.29158755456766,-.998006383111801,-2.33112740347942,-.544988243464526,1.53455154564444,1.91798180543659,6.4,1,1,2.2,1,2.33333333333333,1.5,1,1,6,4.75,1, ,1,0
NAIROBI,1,3,1,2019, , , , , ,1,9,2, ,1, ,STEEL FIXER,2,1, ,5,1,1,E,2, ,2, ,3,7,7,7,4,1,4,7,7,7,1,1,1,1,1,7,7,7,1,1,7,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,NO,LACK OF INFORMATION,SPREAD INFORMATION,STANDARDIZATION OF WAGES THROUGH CAR,-1.95259886445541,-1.44944658001432,-.668291474701906,.44278644793602,-1.51986433302909,-1.74431267720539,1.28084765710346,-.672241103785606,.726418129758579,1.80860988384337,4.6,5.5,1,4.6,2.2,2,1,1,2.2,1,1,1, ,1,0
NAIROBI,1,2,1,2018, , , , , ,1,7,2, ,1, ,CARPENTER,2,1, ,5,2,2, ,2, ,2, ,2,7,1,7,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,6,6,1,6,1,1,1,1,7,7,1,1,1,1,1,1,1,1,1,1,7,4,5,7,7,1,1,3,7,YES. RECOGNITION.,LACK OF INFORMATION,DELIVERY CARDS AFTER FILLING, ,-1.88775006401977,1.44274763881037,-.672207557626888,1.64187585873735,-.156054251774943,-1.54721461193714,-2.44278125600473,.388596925931346,-1.31717357581826,.349009158672936,2.2,1,1,7,4,3,1,1,3.6,7,3,1, ,1,0
NAIROBI,1,3,1,2019, , , , , ,1,8,1, ,1, ,CARPENTER,2,1, ,5,2,2, ,2, ,2, ,3,7,7,7,4,1,1,4,1,1,1,4,2,1,1,1,4,1,1,7,1,7,7,7,4,4,1,1,7,4,4,4,2,4,1,7,7,4,4,4,4,4,4,4,4,1,1,4,4,YES. RECOGNITION.,LACK OF BENEFITS,ON SITE VISITS ON BENEFITS,TRAINING PROGRAMS DURING WORK HOURS,1.06716353031305,-.277202135795818,-.729456524936417,-.77780988867718,-.657249360422293,-.139062154130261,-2.50240788340209,.329961432414862,-.464519790226003,1.21615705385335,4,1.75,2,2.8,5.2,3.5,2.75,6,4,4,2.5,1, ,1,0
NAIROBI,1,3,1,2021, , , , , ,1,4,3, ,1, ,ELECTRICIAN,1,2, ,4,2,2, ,2, ,2, ,3,7,7,7,4,7,1,7,7,7,7,3,5,1,1,7,7,7,7,7,7,7,7,3,7,3,4,4,7,6,1,7,7,6,4,7,7,7,7,7,7,1,4,7,4,1,1,7,1,YES. RECOGNITION.,ACCREDITED ASSUMED AS EXPENSI,BETTER WAGES FOR ACCREDITED, ,.885626170462343,-.024934579575727,.817570798592843,.962810790318406,-1.62956250018951,-1.61739910169982,1.14868393373118,-.0992868546162968,.466586375514709,.805890814823555,5.2,7,2.5,7,6.2,4.16666666666667,6,7,5.2,5.5,2.5,1, ,1,0
